HGNC_symbol	gene_name	mito_process	gene_function	chr	obsolete_HGNC_symbol	HGNC_ID	HGNC_name	ENSG_ID	ENSG_name	NCBI_GeneID	NCBI_name
CPS1	carbamoyl-phosphate synthase 1	Nitrogen Metabolism	Involved in the urea cycle of ureotelic animals where the enzyme plays an important role in removing excess ammonia from the cell	2	CPSASE1, PHN	HGNC:2323	CPS1	ENSG00000021826	CPS1	1373	CPS1
DDAH1	dimethylarginine dimethylaminohydrolase 1	Nitrogen Metabolism	This gene belongs to the dimethylarginine dimethylaminohydrolase (DDAH) gene family. The encoded enzyme plays a role in nitric oxide generation by regulating cellular concentrations of methylarginines, which in turn inhibit nitric oxide synthase activity. 	1	DDAH, DDAHI, DDAH-1, HEL-S-16	HGNC:2715	DDAH1	ENSG00000153904 	DDAH1	23576	DDAH1
NAGS	N-acetylglutamate synthase	Nitrogen Metabolism	Plays a role in the regulation of ureagenesis by producing variable amounts of N-acetylglutamate (NAG), thus modulating carbamoylphosphate synthase I (CPSI) activity	17	AGAS, ARGA	HGNC:17996	NAGS	ENSG00000161653	NAGS	162417	NAGS
OTC	ornithine carbamoyltransferase	Nitrogen Metabolism	This nuclear gene encodes a mitochondrial matrix enzyme. Missense, nonsense, and frameshift mutations in this enzyme lead to ornithine transcarbamylase deficiency, which causes hyperammonemia. Since the gene for this enzyme maps close to that for Duchenne muscular dystrophy, it may play a role in that disease also. [provided by RefSeq, Jul 2008],	X	OCTD	HGNC:8512	OTC	ENSG00000036473	OTC	5009	OTC
AK2	adenylate kinase 2	Nucleotide Metabolism	"Adenylate kinases are involved in regulating the adenine nucleotide composition within a cell by catalyzing the reversible transfer of phosphate groups among adenine nucleotides. Three isozymes of adenylate kinase, namely 1, 2, and 3, have been identified in vertebrates; this gene encodes isozyme 2. Expression of these isozymes is tissue-specific and developmentally regulated. Isozyme 2 is localized in the mitochondrial intermembrane space and may play a role in apoptosis. Mutations in this gene are the cause of reticular dysgenesis. Alternate splicing results in multiple transcript variants. Pseudogenes of this gene are found on chromosomes 1 and 2.[provided by RefSeq, Nov 2010],"	1	ADK2	HGNC:362	AK2	ENSG00000004455	AK2	204	AK2
AK3	adenylate kinase 3	Nucleotide Metabolism	The protein encoded by this gene is a GTP:ATP phosphotransferase that is found in the mitochondrial matrix. Several transcript variants encoding a few different isoforms have been found for this gene. [provided by RefSeq, Dec 2010],	9	AK3L1, AK6, AKL3L, AKL3L1, FIX	HGNC:17376	AK3	ENSG00000147853	AK3	50808	AK3
AK4	adenylate kinase 4	Nucleotide Metabolism	Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. May also be active with GTP (By similarity)	1	AK 4, AK3, AK3L1, AK3L2	HGNC:363	AK4	ENSG00000162433	AK4	205	AK4
ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	Nucleotide Metabolism	This gene encodes a bifunctional protein that catalyzes the last two steps of the de novo purine biosynthetic pathway. The N-terminal domain has phosphoribosylaminoimidazolecarboxamide formyltransferase activity, and the C-terminal domain has IMP cyclohydrolase activity. A mutation in this gene results in AICA-ribosiduria. [provided by RefSeq, Sep 2009],	2	AICAR, AICARFT, HEL-S-70p, IMPCHASE, PURH	HGNC:794	ATIC	ENSG00000138363	ATIC	471	ATIC
DHODH	dihydroorotate dehydrogenase (quinone)	Nucleotide Metabolism	The protein encoded by this gene catalyzes the fourth enzymatic step, the ubiquinone-mediated oxidation of dihydroorotate to orotate, in de novo pyrimidine biosynthesis. This protein is a mitochondrial protein located on the outer surface of the inner mitochondrial membrane. [provided by RefSeq, Jul 2008],	16	DHOdehase, POADS, URA1	HGNC:2867	DHODH	ENSG00000102967	DHODH	1723	DHODH
DTYMK	deoxythymidylate kinase	Nucleotide Metabolism	"catalytic activity:ATP + dTMP = ADP + dTDPfunction:Catalyzes the conversion of dTMP to dTDPpathway:Pyrimidine metabolism; dTTP biosynthesissimilarity:Belongs to the thymidylate kinase family"	2	CDC8, PP3731, TMPK, TYMK	HGNC:3061	DTYMK	ENSG00000168393	DTYMK	1841	DTYMK
DUT	deoxyuridine triphosphatase	Nucleotide Metabolism	This enzyme is involved in nucleotide metabolism: it produces dUMP, the immediate precursor of thymidine nucleotides and it decreases the intracellular concentration of dUTP so that uracil cannot be incorporated into DNA	15	dUTPase	HGNC:3078	DUT	ENSG00000128951	DUT	1854	DUT
MARCH1	membrane associated ring-CH-type finger 1	Nucleotide Metabolism	"MARCH1 is a member of the MARCH family of membrane-bound E3 ubiquitin ligases (EC 6.3.2.19). MARCH proteins add ubiquitin (see MIM 191339) to target lysines in substrate proteins, thereby signaling their vesicular transport between membrane compartments. MARCH1 downregulates the surface expression of major histocompatibility complex (MHC) class II molecules (see MIM 142880) and other glycoproteins by directing them to the late endosomal/lysosomal compartment (Bartee et al 2004 [PubMed 14722266]; Thibodeau et al 2008 [PubMed 18389477]; De Gassart et al 2008 [PubMed 18305173]).[supplied by OMIM, Mar 2010],"	4	MARCH-I, RNF171	HGNC:26077	MARCH1	ENSG00000145416	MARCH1	55016	MARCH1
MARCH2	membrane associated ring-CH-type finger 2	Nucleotide Metabolism	"MARCH2 is a member of the MARCH family of membrane-bound E3 ubiquitin ligases (EC 6.3.2.19). MARCH enzymes add ubiquitin (see MIM 191339) to target lysines in substrate proteins, thereby signaling their vesicular transport between membrane compartments. MARCH2 reduces surface accumulation of several glycoproteins and appears to regulate early endosome-to-trans-Golgi network (TGN) trafficking (Bartee et al 2004 [PubMed 14722266]; Nakamura et al 2005 [PubMed 15689499]).[supplied by OMIM, Mar 2010],"	19	HSPC240, MARCH-II, RNF172	HGNC:28038	MARCH2	ENSG00000099785	MARCH2	51257	MARCH2
NME1	NME/NM23 nucleoside diphosphate kinase 1	Nucleotide Metabolism	This gene (NME1) was identified because of its reduced mRNA transcript levels in highly metastatic cells. Nucleoside diphosphate kinase (NDK) exists as a hexamer composed of 'A' (encoded by this gene) and 'B' (encoded by NME2) isoforms. Mutations in this gene have been identified in aggressive neuroblastomas. Two transcript variants encoding different isoforms have been found for this gene. Co-transcription of this gene and the neighboring downstream gene (NME2) generates naturally-occurring transcripts (NME1-NME2), which encodes a fusion protein comprised of sequence sharing identity with each individual gene product.	17	NB, AWD, NBS, GAAD, NDKA, NM23, NDPKA, NDPK-A, NM23-H1	HGNC:7849	NME1	ENSG00000239672 	NME1	4830	NME1
NME4	NME/NM23 nucleoside diphosphate kinase 4	Nucleotide Metabolism	Major role in the synthesis of nucleoside triphosphates other than ATP (By similarity)	16	NDPK-D, NM23H4, nm23-H4	HGNC:7852	NME4	ENSG00000103202	NME4	4833	NME4
NME6	NME/NM23 nucleoside diphosphate kinase 6	Nucleotide Metabolism	Major role in the synthesis of nucleoside triphosphates other than ATP. The ATP gamma phosphate is transferred to the NDP beta phosphate via a ping-pong mechanism, using a phosphorylated active-site intermediate. Inhibitor of p53-induced apoptosis	3	IPIA-ALPHA, NDK 6, NM23-H6	HGNC:20567	NME6	ENSG00000172113	NME6	10201	NME6
NUDT13	nudix hydrolase 13	Nucleotide Metabolism	similarity:Contains 1 nudix hydrolase domaintissue specificity:Highly expressed in metastasis-suppressed chromosome 6 melanoma hybrids	10		HGNC:18827	NUDT13	ENSG00000166321	NUDT13	25961	NUDT13
NUDT9	nudix hydrolase 9	Nucleotide Metabolism	Hydrolyzes ADP-ribose (ADPR) to AMP and ribose 5'- phosphate	4	NUDT10	HGNC:8056	NUDT9	ENSG00000170502	NUDT9	53343	NUDT9
TYMS	thymidylate synthetase	Nucleotide Metabolism	Thymidylate synthase catalyzes the methylation of deoxyuridylate to deoxythymidylate using 5,10-methylenetetrahydrofolate (methylene-THF) as a cofactor. This function maintains the dTMP (thymidine-5-prime monophosphate) pool critical for DNA replication and repair. The enzyme has been of interest as a target for cancer chemotherapeutic agents. It is considered to be the primary site of action for 5-fluorouracil, 5-fluoro-2-prime-deoxyuridine, and some folate analogs. Expression of this gene and that of a naturally occuring antisense transcript rTSalpha (GeneID:55556) vary inversely when cell-growth progresses from late-log to plateau phase. [provided by RefSeq, Jul 2008],	18	HST422, TMS, TS	HGNC:12441	TYMS	ENSG00000176890	TYMS	7298	TYMS
ADCK1	aarF domain containing kinase 1	Oxidative Phosphorylation	The function of this protein is not yet clear. It is not known if it has protein kinase activity and what type of substrate it would phosphorylate (Ser, Thr or Tyr)	14		HGNC:19038	ADCK1	ENSG00000063761	ADCK1	57143	ADCK1
ATP5F1A	ATP synthase F1 subunit alpha	Oxidative Phosphorylation	This gene encodes a subunit of mitochondrial ATP synthase. Mitochondrial ATP synthase catalyzes ATP synthesis, using an electrochemical gradient of protons across the inner membrane during oxidative phosphorylation. ATP synthase is composed of two linked multi-subunit complexes: the soluble catalytic core, F1, and the membrane-spanning component, Fo, comprising the proton channel. The catalytic portion of mitochondrial ATP synthase consists of 5 different subunits (alpha, beta, gamma, delta, and epsilon) assembled with a stoichiometry of 3 alpha, 3 beta, and a single representative of the other 3. The proton channel consists of three main subunits (a, b, c). This gene encodes the alpha subunit of the catalytic core. Alternatively spliced transcript variants encoding the different isoforms have been identified. Pseudogenes of this gene are located on chromosomes 9, 2, and 16. [provided by RefSeq, Mar 2012]	18	ATP5A, ATP5A1, ATP5AL2, ATPM, COXPD22, HEL-S-123m, MC5DN4, MOM2, OMR, ORM, hATP1	HGNC:823	ATP5F1A	ENSG00000152234	ATP5F1A	498	ATP5F1A
ATP5F1B	ATP synthase F1 subunit beta	Oxidative Phosphorylation	This gene encodes a subunit of mitochondrial ATP synthase. Mitochondrial ATP synthase catalyzes ATP synthesis, utilizing an electrochemical gradient of protons across the inner membrane during oxidative phosphorylation. ATP synthase is composed of two linked multi-subunit complexes: the soluble catalytic core, F1, and the membrane-spanning component, Fo, comprising the proton channel. The catalytic portion of mitochondrial ATP synthase consists of 5 different subunits (alpha, beta, gamma, delta, and epsilon) assembled with a stoichiometry of 3 alpha, 3 beta, and a single representative of the other 3. The proton channel consists of three main subunits (a, b, c). This gene encodes the beta subunit of the catalytic core. [provided by RefSeq, Jul 2008]	12	ATP5B, ATPMB, ATPSB, HEL-S-271	HGNC:830	ATP5F1B	ENSG00000110955	ATP5F1B	506	ATP5F1B
ATP5F1C	ATP synthase F1 subunit gamma	Oxidative Phosphorylation	This gene encodes a subunit of mitochondrial ATP synthase. Mitochondrial ATP synthase catalyzes ATP synthesis, utilizing an electrochemical gradient of protons across the inner membrane during oxidative phosphorylation. ATP synthase is composed of two linked multi-subunit complexes: the soluble catalytic core, F1, and the membrane-spanning component, Fo, comprising the proton channel. The catalytic portion of mitochondrial ATP synthase consists of 5 different subunits (alpha, beta, gamma, delta, and epsilon) assembled with a stoichiometry of 3 alpha, 3 beta, and a single representative of the other 3. The proton channel consists of three main subunits (a, b, c). This gene encodes the gamma subunit of the catalytic core. Alternatively spliced transcript variants encoding different isoforms have been identified. This gene also has a pseudogene on chromosome 14. [provided by RefSeq, Jul 2008]	10	ATP5C, ATP5C1, ATP5CL1	HGNC:833	ATP5F1C	ENSG00000165629	ATP5F1C	509	ATP5F1C
ATP5F1D	ATP synthase F1 subunit delta	Oxidative Phosphorylation	This gene encodes a subunit of mitochondrial ATP synthase. Mitochondrial ATP synthase catalyzes ATP synthesis, utilizing an electrochemical gradient of protons across the inner membrane during oxidative phosphorylation. ATP synthase is composed of two linked multi-subunit complexes: the soluble catalytic core, F1, and the membrane-spanning component, Fo, comprising the proton channel. The catalytic portion of mitochondrial ATP synthase consists of 5 different subunits (alpha, beta, gamma, delta, and epsilon) assembled with a stoichiometry of 3 alpha, 3 beta, and a single representative of the other 3. The proton channel consists of three main subunits (a, b, c). This gene encodes the delta subunit of the catalytic core. Alternatively spliced transcript variants encoding the same isoform have been identified. [provided by RefSeq, Jul 2008]	19	ATP5D, MC5DN5	HGNC:837	ATP5F1D	ENSG00000099624	ATP5F1D	513	ATP5F1D
ATP5F1E	ATP synthase F1 subunit epsilon	Oxidative Phosphorylation	This gene encodes a subunit of mitochondrial ATP synthase. Mitochondrial ATP synthase catalyzes ATP synthesis, utilizing an electrochemical gradient of protons across the inner membrane during oxidative phosphorylation. ATP synthase is composed of two linked multi-subunit complexes: the soluble catalytic core, F1, and the membrane-spanning component, Fo, comprising the proton channel. The catalytic portion of mitochondrial ATP synthase consists of 5 different subunits (alpha, beta, gamma, delta, and epsilon) assembled with a stoichiometry of 3 alpha, 3 beta, and a single representative of the other 3. The proton channel consists of three main subunits (a, b, c). This gene encodes the epsilon subunit of the catalytic core. Two pseudogenes of this gene are located on chromosomes 4 and 13. Read-through transcripts that include exons from this gene are expressed from the upstream gene SLMO2.[provided by RefSeq, Mar 2011]	20	ATP5E, ATPE, MC5DN3	HGNC:838	ATP5F1E	ENSG00000124172	ATP5F1E	514	ATP5F1E
